pit_tag_ref,site_id,population_type,capture_date,state,sex,length,weight,frog_type
900067000117065,50783,8,2022-06-10,healthy,f,56,18,4
900067000117066,50783,8,2018-06-06,healthy,f,40,8,4
900067000117066,50783,8,2018-07-11,healthy,f,44,11,4
900067000117066,50783,8,2018-09-07,healthy,f,49,15,4
900067000117066,50783,8,2019-07-11,healthy,f,50,16,4
900067000117066,50783,8,2019-08-11,healthy,f,52,19,4
900067000117066,50783,8,2021-06-13,healthy,f,56,20,4
900067000117066,50783,8,2022-06-10,healthy,f,53,18,4
900067000117067,10486,4,2021-07-05,healthy,m,61,31,2
900067000117067,10486,4,2021-08-26,healthy,m,60,34,2
900067000117067,10486,4,2022-06-27,healthy,m,61,32,2
900067000117068,11009,0,2020-07-29,healthy,f,47,9,4
900067000117068,11009,0,2020-09-04,healthy,f,46,10,4
900067000117068,11009,0,2021-07-06,healthy,f,49,13,4
900067000117068,11009,0,2022-06-27,healthy,f,56,16,4
900067000117069,50783,8,2018-06-05,healthy,m,49,11,4
900067000117069,50783,8,2019-07-13,healthy,m,53,16,4
900067000117069,50783,8,2019-08-11,healthy,m,51,19,4
900067000117069,50783,8,2020-06-18,healthy,m,54,18,4
900067000117069,50783,8,2020-08-06,healthy,m,54,20,4
900067000117069,50783,8,2021-06-13,healthy,m,55,18,4
900067000117069,50783,8,2022-06-12,healthy,m,52,19,4
900067000117069,50783,8,2023-07-20,healthy,m,53,19,4
900067000117070,50783,8,2018-06-05,healthy,m,47,12,4
900067000117070,50783,8,2018-07-11,healthy,m,47,13,4
900067000117070,50783,8,2018-09-06,healthy,m,48,15,4
900067000117070,50783,8,2019-08-13,healthy,m,54,21,4
900067000117070,50783,8,2020-06-19,healthy,m,53,19,4
900067000117070,50783,8,2020-08-05,healthy,m,55,21,4
900067000117070,50783,8,2021-06-11,healthy,m,57,19,4
900067000117070,50783,8,2022-06-10,healthy,m,55,22,4
900067000117072,50783,8,2018-06-05,healthy,f,54,20,4
900067000117072,50783,8,2018-07-10,healthy,f,56,22,4
900067000117072,50783,8,2018-09-06,healthy,f,58,26,4
900067000117073,70550,1,2018-06-28,healthy,m,40,6,4
900067000117073,70550,1,2018-08-16,healthy,m,48,11,4
900067000117073,70550,1,2019-08-01,healthy,m,49,9,4
900067000117074,50783,8,2018-06-05,healthy,f,55,24,4
900067000117074,50783,8,2018-07-10,healthy,f,55,22,4
900067000117074,50783,8,2018-09-05,healthy,f,54,24,4
900067000117076,50783,8,2018-07-10,healthy,f,44,13,4
900067000117076,50783,8,2019-07-11,healthy,f,55,19,4
900067000117076,50783,8,2019-08-11,healthy,f,55,25,4
900067000117076,50783,8,2020-06-18,healthy,f,57,21,4
900067000117076,50783,8,2020-08-06,healthy,f,59,24,4
900067000117076,50783,8,2021-06-12,healthy,f,58,21,4
900067000117077,70449,1,2020-06-25,healthy,f,42,8,4
900067000117077,70449,1,2021-06-18,healthy,m,50,13,4
900067000117077,70449,1,2022-06-16,healthy,m,57,19,4
900067000117078,70327,2,2018-07-25,healthy,m,43,8,4
900067000117078,74281,5,2020-09-26,healthy,m,53,18,4
900067000117080,74976,1,2020-08-20,healthy,m,53,16,1
900067000117080,74976,1,2021-06-25,healthy,m,55,18,1
900067000117080,74976,1,2021-08-18,healthy,m,60,24,1
900067000117080,74976,1,2022-06-28,healthy,m,58,22,1
900067000117080,74976,1,2022-08-12,healthy,m,58,26,1
900067000117081,11008,0,2019-07-24,healthy,m,56,20,4
900067000117081,11008,0,2021-07-07,healthy,m,64,28,4
900067000117081,11008,0,2023-07-26,healthy,m,61,29,4
900067000117082,11008,0,2019-07-24,healthy,f,62,26,4
900067000117082,11008,0,2019-09-03,healthy,f,61,27,4
900067000117082,11008,0,2020-07-29,healthy,f,63,31,4
900067000117082,11008,0,2021-07-05,healthy,f,62,24,4
900067000117082,11008,0,2021-08-23,healthy,f,67,36,4
900067000117082,11008,0,2022-07-30,healthy,f,64,32,4
900067000117082,11008,0,2023-07-26,healthy,f,58,30,4
900067000117082,11009,0,2020-09-02,healthy,f,63,27,4
900067000117083,10486,4,2020-08-13,healthy,f,68,42,2
900067000117083,10486,4,2021-07-06,healthy,f,69,42,2
900067000117083,10486,4,2021-08-25,healthy,f,70,45,2
900067000117086,70550,1,2019-07-31,healthy,f,41,7,4
900067000117086,70550,1,2020-07-03,healthy,f,54,14,4
900067000117087,70327,2,2019-08-16,healthy,m,42,10,4
900067000117087,70327,2,2020-07-06,healthy,m,49,15,4
900067000117088,50783,8,2018-06-06,healthy,f,54,18,4
900067000117088,50783,8,2018-07-11,healthy,f,52,19,4
900067000117089,70550,1,2019-07-31,healthy,f,50,12,4
900067000117089,70550,1,2020-07-03,healthy,f,60,26,4
900067000117089,70550,1,2021-06-23,healthy,f,62,27,4
900067000117093,11009,0,2020-09-02,healthy,f,60,24,4
900067000117093,11009,0,2021-07-07,healthy,f,59,24,4
900067000117093,11009,0,2021-08-23,healthy,f,60,24,4
900067000117093,11009,0,2022-07-30,healthy,f,61,24,4
900067000117093,11009,0,2023-07-26,healthy,f,61,19,4
900067000117095,50783,8,2018-07-11,healthy,m,41,7,4
900067000117095,50783,8,2022-06-11,healthy,m,48,13,4
900067000117096,70556,1,2020-08-24,healthy,m,57,21,1
900067000117096,70556,1,2021-07-23,healthy,m,57,21,1
900067000117096,70556,1,2022-07-24,healthy,m,58,24,1
900067000117096,70556,1,2022-08-14,healthy,m,60,24,1
900067000117097,70550,1,2020-07-02,healthy,m,48,10,4
900067000117097,70550,1,2021-06-23,healthy,m,51,15,4
900067000117100,10486,4,2020-08-13,healthy,f,60,28,2
900067000117100,10486,4,2021-07-05,healthy,f,64,40,2
900067000117100,10486,4,2022-07-27,healthy,f,70,48,2
900067000117101,84235,3,2018-08-21,healthy,m,45,11,1
900067000117101,84235,3,2019-08-07,healthy,m,45,11,1
900067000117103,70556,1,2020-08-23,healthy,m,57,21,1
900067000117103,70556,1,2021-07-22,healthy,m,58,21,1
900067000117103,70556,1,2021-08-26,healthy,m,58,24,1
900067000117103,70556,1,2022-08-16,healthy,m,60,26,1
900067000117104,70449,1,2018-06-14,healthy,m,52,15,4
900067000117104,70449,1,2018-08-02,healthy,m,58,20,4
900067000117104,70449,1,2019-07-17,healthy,m,60,23,4
900067000117104,70449,1,2020-06-25,healthy,m,62,26,4
900067000117104,70449,1,2021-06-19,healthy,m,61,29,4
900067000117104,70449,1,2022-06-16,healthy,m,61,28,4
900067000117105,72336,8,2018-09-03,healthy,f,49,14,4
900067000117105,72336,8,2020-07-02,healthy,f,56,21,4
900067000117105,72808,8,2019-08-08,healthy,f,52,17,4
900067000117109,70550,1,2017-08-12,healthy,f,59,23,4
900067000117109,70550,1,2018-06-29,healthy,f,60,24,4
900067000117109,70550,1,2018-08-17,healthy,f,64,31,4
900067000117109,70550,1,2020-08-27,healthy,f,68,35,4
900067000117111,70327,2,2019-08-16,healthy,m,56,21,4
900067000117111,74281,5,2020-07-06,healthy,m,57,21,4
900067000117111,74281,5,2020-08-17,healthy,m,58,24,4
900067000117112,11009,0,2019-07-24,healthy,m,58,15,4
900067000117112,11009,0,2022-06-27,healthy,m,59,21,4
900067000117112,11009,0,2023-07-26,healthy,m,58,18,4
900067000117114,11008,0,2019-07-24,healthy,f,67,35,4
900067000117114,11008,0,2019-09-03,healthy,f,68,38,4
900067000117114,11008,0,2020-07-29,healthy,f,70,40,4
900067000117114,11008,0,2021-07-06,healthy,f,69,36,4
900067000117114,11008,0,2022-06-27,healthy,f,72,38,4
900067000117114,11008,0,2022-06-28,healthy,f,67,33,4
900067000117114,11008,0,2022-07-30,healthy,f,70,46,4
900067000117114,11008,0,2023-07-26,healthy,f,67,36,4
900067000117117,11008,0,2019-07-24,healthy,f,65,27,4
900067000117117,11008,0,2019-09-03,healthy,f,65,31,4
900067000117117,11008,0,2020-07-29,healthy,f,69,34,4
900067000117117,11008,0,2021-07-05,healthy,f,65,29,4
900067000117117,11008,0,2022-06-27,healthy,f,67,33,4
900067000117117,11008,0,2022-07-30,healthy,f,70,41,4
900067000117117,11008,0,2023-07-26,healthy,f,71,36,4
900067000117117,11009,0,2020-09-02,healthy,f,67,35,4
900067000117117,11009,0,2021-08-22,healthy,f,70,38,4
900067000117119,70550,1,2018-08-17,healthy,f,46,12,4
900067000117119,70550,1,2019-07-31,healthy,f,49,12,4
900067000117119,70550,1,2020-07-03,healthy,f,55,20,4
900067000117119,70550,1,2020-08-27,healthy,f,59,26,4
900067000117119,70550,1,2021-06-25,healthy,f,62,26,4
900067000117121,11008,0,2019-07-25,healthy,m,63,27,4
900067000117121,11008,0,2019-09-04,healthy,m,62,29,4
900067000117121,11008,0,2022-06-27,healthy,m,66,29,4
900067000117121,11008,0,2022-07-30,healthy,m,65,31,4
900067000117121,11008,0,2023-07-26,healthy,m,63,28,4
900067000117121,11009,0,2020-09-02,healthy,m,63,30,4
900067000117122,70327,2,2019-08-16,healthy,f,46,11,4
900067000117122,70327,2,2020-08-17,healthy,f,56,18,4
900067000117122,70327,2,2020-09-26,healthy,f,58,18,4
900067000117124,11009,0,2020-07-31,healthy,f,45,10,4
900067000117124,11009,0,2021-07-06,healthy,f,49,14,4
900067000117124,11009,0,2022-06-27,healthy,f,56,22,4
900067000117124,11009,0,2022-07-31,healthy,f,57,21,4
900067000117125,11008,0,2019-07-24,healthy,m,49,14,4
900067000117125,11008,0,2019-09-04,healthy,m,53,20,4
900067000117125,11008,0,2020-07-29,healthy,m,64,22,4
900067000117125,11008,0,2021-07-06,healthy,m,59,20,4
900067000117125,11008,0,2023-07-26,healthy,m,56,21,4
900067000117125,11009,0,2022-06-29,healthy,m,57,21,4
900067000117126,50783,8,2018-07-10,healthy,m,51,17,4
900067000117126,50783,8,2019-07-12,healthy,m,56,24,4
900067000117126,50783,8,2019-08-12,healthy,m,57,25,4
900067000117126,50783,8,2020-06-18,healthy,m,55,22,4
900067000117126,50783,8,2020-08-05,healthy,m,57,24,4
900067000117126,50783,8,2022-06-11,healthy,m,55,20,4
900067000117127,11008,0,2019-07-24,healthy,f,59,25,4
900067000117127,11008,0,2019-09-03,healthy,f,60,29,4
900067000117127,11008,0,2020-07-29,healthy,f,60,33,4
900067000117127,11008,0,2021-07-05,healthy,f,56,27,4
900067000117127,11008,0,2022-06-27,healthy,f,62,34,4
900067000117127,11008,0,2022-07-31,healthy,f,65,38,4
900067000117127,11008,0,2023-07-26,healthy,f,62,33,4
900067000117127,11009,0,2020-09-02,healthy,f,59,32,4
900067000117130,74976,1,2020-08-20,healthy,f,56,25,1
900067000117130,74976,1,2021-06-25,healthy,f,57,20,1
900067000117130,74976,1,2021-08-18,healthy,f,62,26,1
900067000117131,70279,3,2019-08-13,healthy,m,45,9,4
900067000117131,70279,3,2022-09-03,healthy,m,55,18,4
900067000117133,11009,0,2020-07-29,healthy,f,42,7,4
900067000117133,11009,0,2020-09-02,healthy,f,42,9,4
900067000117133,11009,0,2022-06-29,healthy,f,52,16,4
900067000117134,70556,1,2021-07-24,healthy,f,60,25,1
900067000117134,70556,1,2021-08-26,healthy,f,62,32,1
900067000117134,70556,1,2022-07-24,healthy,f,65,35,1
900067000117134,70556,1,2022-08-14,healthy,f,65,39,1
900067000117135,70556,1,2021-08-27,healthy,m,55,24,1
900067000117135,70556,1,2022-07-24,healthy,m,57,25,1
900067000117136,11009,0,2020-07-29,healthy,m,53,14,4
900067000117136,11009,0,2020-09-03,healthy,m,51,18,4
900067000117136,11009,0,2021-07-06,healthy,m,50,19,4
900067000117136,11009,0,2022-06-28,healthy,m,55,21,4
900067000117138,10486,4,2020-08-13,healthy,m,57,23,2
900067000117138,10486,4,2021-07-05,healthy,m,60,29,2
900067000117138,10486,4,2022-06-28,healthy,m,60,29,2
900067000117138,10486,4,2022-07-27,healthy,m,64,33,2
900067000117139,50783,8,2018-07-11,healthy,m,51,19,4
900067000117139,50783,8,2019-07-13,healthy,m,54,19,4
900067000117139,50783,8,2020-06-18,healthy,m,54,18,4
900067000117139,50783,8,2020-08-06,healthy,m,53,19,4
900067000117139,50783,8,2021-06-11,healthy,m,52,15,4
900067000117139,50783,8,2022-06-10,healthy,m,52,15,4
900067000117142,11008,0,2019-07-24,healthy,f,70,40,4
900067000117142,11008,0,2019-09-03,healthy,f,72,50,4
900067000117142,11008,0,2020-07-30,healthy,f,69,44,4
900067000117142,11008,0,2021-07-05,healthy,f,69,37,4
900067000117142,11009,0,2020-09-03,healthy,f,73,49,4
900067000117143,50839,6,2018-07-16,healthy,m,51,23,4
900067000117143,50839,6,2018-07-23,healthy,m,56,21,4
900067000117143,50839,6,2018-08-21,healthy,m,61,27,4
900067000117144,50783,8,2018-07-11,healthy,m,51,16,4
900067000117144,50783,8,2019-07-12,healthy,m,54,17,4
900067000117144,50783,8,2019-08-13,healthy,m,56,19,4
900067000117144,50783,8,2020-08-05,healthy,m,57,18,4
900067000117144,50783,8,2022-06-10,healthy,m,57,17,4
900067000117144,50783,8,2023-07-18,healthy,m,54,17,4
900067000117146,70550,1,2020-07-03,healthy,f,48,11,4
900067000117146,70550,1,2020-08-27,healthy,f,52,18,4
900067000117146,70550,1,2021-06-23,healthy,f,57,19,4
900067000117147,74281,5,2018-07-25,healthy,f,49,12,4
900067000117147,74281,5,2019-08-15,healthy,f,54,15,4
900067000117147,74281,5,2020-07-06,healthy,f,55,15,4
900067000117147,74281,5,2020-08-17,healthy,f,55,19,4
900067000117147,74281,5,2020-09-26,healthy,f,58,20,4
900067000117148,11858,6,2017-08-23,healthy,m,48,11,4
900067000117148,12618,6,2018-06-22,healthy,m,49,11,4
900067000117149,10225,2,2020-08-18,healthy,f,76,53,4
900067000117149,10225,2,2021-07-26,healthy,f,77,59,4
900067000117149,10225,2,2021-09-07,healthy,f,70,64,4
900067000117149,10225,2,2022-07-13,healthy,f,78,64,4
900067000117149,10225,2,2023-08-30,healthy,f,80,58,4
900067000117150,11008,0,2019-07-24,healthy,f,70,37,4
900067000117150,11008,0,2019-09-03,healthy,f,69,48,4
900067000117150,11008,0,2020-07-29,healthy,f,70,42,4
900067000117150,11008,0,2020-09-02,healthy,f,72,46,4
900067000117150,11008,0,2023-07-26,healthy,f,73,41,4
900067000117151,11008,0,2019-07-24,healthy,f,70,36,4
900067000117151,11008,0,2023-07-26,healthy,f,74,42,4
900067000117152,70550,1,2017-08-11,healthy,f,50,13,4
900067000117152,70550,1,2018-06-29,healthy,f,55,18,4
900067000117152,70550,1,2019-08-01,healthy,f,61,21,4
900067000117152,70550,1,2020-07-02,healthy,f,61,29,4
900067000117152,70550,1,2021-08-16,healthy,f,68,37,4
900067000117154,11008,0,2019-07-24,healthy,f,60,26,4
900067000117154,11008,0,2019-09-03,healthy,f,64,35,4
900067000117154,11008,0,2020-07-30,healthy,f,67,36,4
900067000117154,11008,0,2022-06-28,healthy,f,67,37,4
900067000117154,11008,0,2023-07-26,healthy,f,70,41,4
900067000117156,11009,0,2020-07-31,healthy,m,54,19,4
900067000117156,11009,0,2020-09-04,healthy,m,56,19,4
900067000117156,11009,0,2021-07-05,healthy,m,57,18,4
900067000117156,11009,0,2021-08-22,healthy,m,54,19,4
900067000117156,11009,0,2022-07-30,healthy,m,55,18,4
900067000117156,11009,0,2023-07-28,healthy,m,56,17,4
900067000117157,72973,1,2020-08-21,healthy,f,54,13,1
900067000117157,74976,1,2021-06-25,healthy,f,58,16,1
900067000117157,74976,1,2021-08-18,healthy,f,62,25,1
900067000117157,74976,1,2022-06-28,healthy,f,64,22,1
900067000117158,70550,1,2017-08-12,healthy,f,51,13,4
900067000117158,70550,1,2018-06-28,healthy,f,54,15,4
900067000117158,70550,1,2018-08-16,healthy,f,58,19,4
900067000117158,70550,1,2020-08-27,healthy,f,64,31,4
900067000117158,70550,1,2021-06-23,healthy,f,66,29,4
900067000117158,70550,1,2021-08-16,healthy,f,68,40,4
900067000117158,70550,1,2022-06-23,healthy,f,67,31,4
900067000117158,70550,1,2022-08-16,healthy,f,72,42,4
900067000117159,70556,1,2020-08-24,healthy,f,54,18,1
900067000117159,70556,1,2021-07-24,healthy,f,59,25,1
900067000117159,70556,1,2021-08-26,healthy,f,66,33,1
900067000117160,11008,0,2019-07-24,healthy,f,68,28,4
900067000117160,11008,0,2019-09-03,healthy,f,70,36,4
900067000117160,11008,0,2020-07-29,healthy,f,69,35,4
900067000117161,11858,6,2017-08-23,healthy,m,48,13,4
900067000117161,12618,6,2018-06-22,healthy,m,50,10,4
900067000117163,11009,0,2019-09-04,healthy,m,52,15,4
900067000117163,11009,0,2022-06-27,healthy,m,56,20,4
900067000117164,11009,0,2020-09-04,healthy,f,40,6,4
900067000117164,11009,0,2021-08-24,healthy,f,45,11,4
900067000117164,11009,0,2022-06-29,healthy,f,49,15,4
900067000117164,11009,0,2022-07-31,healthy,f,53,15,4
900067000117164,11009,0,2023-07-26,healthy,f,52,13,4
900067000117171,50783,8,2018-06-06,healthy,m,49,17,4
900067000117171,50783,8,2019-07-12,healthy,m,50,17,4
900067000117171,50783,8,2019-08-12,healthy,m,51,18,4
900067000117171,50783,8,2020-08-05,healthy,m,50,17,4
900067000117171,50783,8,2021-06-12,healthy,m,52,18,4
900067000117174,70550,1,2020-07-02,healthy,m,47,8,4
900067000117174,70550,1,2020-08-28,healthy,f,52,15,4
900067000117174,70550,1,2023-08-07,healthy,f,62,26,4
900067000117176,74976,1,2020-08-21,healthy,f,60,26,1
900067000117176,74976,1,2021-06-25,healthy,f,60,23,1
900067000117178,11009,0,2020-09-02,healthy,m,54,19,4
900067000117178,11009,0,2021-08-23,healthy,m,57,17,4
900067000117178,11009,0,2022-07-30,healthy,m,56,21,4
900067000117179,84237,3,2017-09-12,healthy,f,60,27,4
900067000117179,84237,3,2018-07-11,healthy,f,63,29,4
900067000117180,50783,8,2018-07-10,healthy,f,54,25,4
900067000117180,50783,8,2019-07-11,healthy,f,56,26,4
900067000117180,50783,8,2019-08-11,healthy,f,58,25,4
900067000117180,50783,8,2020-06-18,healthy,f,57,22,4
900067000117180,50783,8,2020-08-06,healthy,f,58,24,4
900067000117183,70550,1,2020-07-02,healthy,f,48,13,4
900067000117183,70550,1,2020-08-27,healthy,f,57,19,4
900067000117183,70550,1,2021-06-24,healthy,f,57,24,4
900067000117183,70550,1,2023-08-06,healthy,f,63,28,4
900067000117186,70327,2,2019-08-16,healthy,f,61,28,4
900067000117186,70327,2,2020-08-18,healthy,f,76,37,4
900067000117186,70327,2,2020-09-26,healthy,f,68,33,4
900067000117187,70449,1,2018-08-02,healthy,f,44,8,4
900067000117187,70449,1,2019-07-17,healthy,f,51,15,4
900067000117187,70449,1,2020-06-24,healthy,f,65,29,4
900067000117193,50783,8,2018-06-05,healthy,m,52,16,4
900067000117193,50783,8,2018-07-10,healthy,m,53,20,4
900067000117193,50783,8,2019-07-12,healthy,m,53,19,4
900067000117193,50783,8,2020-06-19,healthy,m,52,17,4
900067000117193,50783,8,2020-08-05,healthy,m,52,20,4
900067000117194,10486,4,2020-08-15,healthy,f,63,31,2
900067000117194,10486,4,2021-07-05,healthy,f,66,42,2
900067000117194,10486,4,2021-08-25,healthy,f,69,48,2
900067000117195,50783,8,2020-06-20,healthy,f,41,9,4
900067000117195,50783,8,2020-08-05,healthy,f,46,11,4
900067000117195,50783,8,2021-06-12,healthy,f,48,13,4
900067000117197,70449,1,2019-07-18,healthy,m,59,22,4
900067000117197,70449,1,2020-06-24,healthy,m,62,28,4
900067000117198,72808,8,2018-09-04,healthy,m,47,12,4
900067000117198,72808,8,2019-08-08,healthy,m,47,12,4
900067000117199,70550,1,2017-08-11,healthy,f,48,12,4
900067000117199,70550,1,2020-07-02,healthy,f,65,25,4
900067000117199,70550,1,2020-08-28,healthy,f,65,33,4
900067000117201,70550,1,2018-06-30,healthy,f,41,7,4
900067000117201,70550,1,2020-07-02,healthy,f,60,18,4
900067000117201,70550,1,2020-08-28,healthy,f,62,30,4
900067000117201,70550,1,2021-08-16,healthy,f,65,34,4
900067000117201,70550,1,2022-06-21,healthy,f,67,27,4
900067000117201,70550,1,2023-08-07,healthy,f,70,32,4
900067000117202,22008,2,2019-08-19,healthy,m,42,8,4
900067000117202,22008,2,2021-07-22,healthy,m,55,22,4
900067000117203,70550,1,2017-08-12,healthy,m,40,7,4
900067000117203,70550,1,2018-06-28,healthy,m,43,9,4
900067000117203,70550,1,2018-08-16,healthy,m,51,14,4
900067000117205,70550,1,2018-06-28,healthy,m,43,8,4
900067000117205,70550,1,2018-08-16,healthy,m,51,14,4
900067000117205,70550,1,2019-07-31,healthy,m,51,12,4
900067000117205,70550,1,2020-07-01,healthy,m,57,17,4
900067000117205,70550,1,2020-08-27,healthy,m,57,18,4
900067000117206,70550,1,2018-06-28,healthy,m,42,8,4
900067000117206,70550,1,2019-07-31,healthy,m,50,12,4
900067000117206,70550,1,2020-07-01,healthy,m,56,18,4
900067000117206,70550,1,2021-06-23,healthy,m,54,16,4
900067000117207,84218,1,2018-08-21,healthy,f,40,6,4
900067000117207,84218,1,2019-08-08,healthy,f,47,11,4
900067000117207,84218,1,2020-09-01,healthy,f,55,18,4
900067000117208,70550,1,2017-08-11,healthy,f,52,14,4
900067000117208,70550,1,2018-06-30,healthy,f,57,19,4
900067000117208,70550,1,2018-08-18,healthy,f,60,23,4
900067000117208,70550,1,2020-07-02,healthy,f,68,29,4
900067000117208,70550,1,2020-08-29,healthy,f,68,35,4
900067000117209,72336,8,2018-09-03,healthy,m,47,14,4
900067000117209,72336,8,2019-08-06,healthy,m,50,15,4
900067000117209,72336,8,2020-07-02,healthy,m,54,17,4
900067000117209,72336,8,2022-07-06,healthy,m,59,22,4
900067000117209,72336,8,2023-08-27,healthy,m,62,25,4
900067000117210,70327,2,2019-08-16,healthy,m,54,18,4
900067000117210,70327,2,2020-07-08,healthy,m,56,20,4
900067000117210,70327,2,2020-08-17,healthy,m,58,22,4
900067000117212,70550,1,2018-06-29,healthy,m,42,8,4
900067000117212,70550,1,2018-08-17,healthy,m,51,12,4
900067000117212,70550,1,2020-07-03,healthy,m,56,18,4
900067000117213,70413,3,2017-09-01,healthy,m,52,21,4
900067000117213,70413,3,2018-07-25,healthy,m,58,21,4
900067000117213,70413,3,2019-08-14,healthy,m,57,19,4
900067000117213,70413,3,2022-08-08,healthy,m,56,21,4
900067000117216,70550,1,2018-06-28,healthy,m,42,9,4
900067000117216,70550,1,2020-07-01,healthy,m,55,18,4
900067000117216,70550,1,2021-06-23,healthy,m,55,19,4
900067000117218,72808,8,2018-07-06,healthy,m,40,6,4
900067000117218,72808,8,2018-09-05,healthy,m,49,12,4
900067000117218,72808,8,2019-08-08,healthy,m,50,13,4
900067000117221,70550,1,2018-06-28,healthy,m,40,7,4
900067000117221,70550,1,2018-08-18,healthy,m,49,11,4
900067000117221,70550,1,2021-06-24,healthy,m,54,18,4
900067000117221,70550,1,2021-08-18,healthy,m,55,23,4
900067000117221,70550,1,2023-08-07,healthy,m,55,20,4
900067000117222,72336,8,2018-07-04,healthy,f,41,7,4
900067000117222,72808,8,2018-09-03,healthy,m,49,15,4
900067000117223,70114,3,2019-08-13,healthy,m,51,12,4
900067000117223,70279,3,2018-08-27,healthy,m,50,11,4
900067000117223,70279,3,2020-08-22,healthy,m,55,18,4
900067000117223,70279,3,2021-08-25,healthy,m,54,19,4
900067000117224,84218,1,2018-07-11,healthy,f,40,7,4
900067000117224,84218,1,2018-08-21,healthy,f,44,9,4
900067000117225,70550,1,2020-07-01,healthy,f,42,9,4
900067000117225,70550,1,2020-08-27,healthy,f,50,17,4
900067000117225,70550,1,2021-06-23,healthy,f,54,19,4
900067000117225,70550,1,2021-08-16,healthy,f,60,26,4
900067000117225,70550,1,2022-06-21,healthy,f,61,23,4
900067000117226,70550,1,2017-08-11,healthy,f,49,12,4
900067000117226,70550,1,2018-08-17,healthy,f,61,23,4
900067000117228,50783,8,2018-06-06,healthy,m,47,12,4
900067000117228,50783,8,2019-07-13,healthy,m,49,14,4
900067000117228,50783,8,2019-08-11,healthy,m,49,14,4
900067000117228,50783,8,2020-06-18,healthy,m,49,12,4
900067000117228,50783,8,2020-08-07,healthy,m,51,16,4
900067000117228,50783,8,2021-06-11,healthy,m,46,12,4
900067000117230,11009,0,2020-07-31,healthy,m,58,21,4
900067000117230,11009,0,2021-07-05,healthy,m,60,23,4
900067000117230,11009,0,2022-06-28,healthy,m,60,21,4
900067000117232,70550,1,2018-06-28,healthy,m,40,6,4
900067000117232,70550,1,2018-08-17,healthy,m,49,13,4
900067000117232,70550,1,2019-08-01,healthy,m,51,12,4
900067000117233,70550,1,2018-06-28,healthy,f,51,14,4
900067000117233,70550,1,2018-08-18,healthy,f,56,18,4
900067000117233,70550,1,2019-08-01,healthy,f,57,19,4
900067000117233,70550,1,2020-07-02,healthy,f,62,27,4
900067000117234,11009,0,2019-09-04,healthy,f,50,14,4
900067000117234,11009,0,2020-07-30,healthy,f,54,17,4
900067000117234,11009,0,2023-07-26,healthy,f,59,17,4
900067000117235,70550,1,2017-08-11,healthy,m,48,11,4
900067000117235,70550,1,2021-06-25,healthy,m,58,20,4
900067000117236,70550,1,2018-06-29,healthy,f,41,7,4
900067000117236,70550,1,2018-08-16,healthy,f,50,13,4
900067000117237,70550,1,2017-08-11,healthy,f,44,9,4
900067000117237,70550,1,2018-06-30,healthy,m,45,12,4
900067000117238,70175,3,2019-08-14,healthy,f,55,15,4
900067000117238,70413,3,2020-08-22,healthy,f,61,23,4
900067000117238,70413,3,2021-07-14,healthy,f,59,24,4
900067000117238,70413,3,2021-08-24,healthy,f,60,29,4
900067000117238,70413,3,2022-08-10,healthy,f,66,35,4
900067000117238,70413,3,2022-09-05,healthy,f,69,36,4
900067000117238,70413,3,2023-08-15,healthy,f,65,28,4
900067000117238,72442,3,2018-07-27,healthy,f,50,12,4
900067000117239,22008,2,2019-08-19,healthy,m,46,10,4
900067000117239,22008,2,2021-07-23,healthy,m,57,22,4
900067000117241,70550,1,2018-08-18,healthy,m,49,11,4
900067000117241,70550,1,2019-07-31,healthy,m,52,13,4
900067000117241,70550,1,2020-07-02,healthy,m,57,19,4
900067000117241,70550,1,2023-08-07,healthy,m,62,23,4
900067000117242,70279,3,2018-08-28,healthy,f,40,7,4
900067000117242,70279,3,2019-08-12,healthy,f,42,7,4
900067000117242,70279,3,2020-08-23,healthy,f,50,15,4
900067000117242,70279,3,2021-07-15,healthy,f,54,17,4
900067000117243,70550,1,2017-08-11,healthy,f,47,11,4
900067000117243,70550,1,2018-06-29,healthy,f,49,15,4
900067000117243,70550,1,2018-08-16,healthy,f,59,21,4
900067000117244,70550,1,2018-06-29,healthy,m,42,8,4
900067000117244,70550,1,2019-07-31,healthy,m,52,13,4
900067000117248,10486,4,2020-08-14,healthy,m,58,27,2
900067000117248,10486,4,2022-06-28,healthy,m,57,30,2
900067000117249,70550,1,2018-06-30,healthy,f,43,8,4
900067000117249,70550,1,2018-08-16,healthy,f,52,16,4
900067000117249,70550,1,2019-08-01,healthy,f,59,21,4
900067000117249,70550,1,2020-07-02,healthy,f,64,31,4
900067000117249,70550,1,2022-08-16,healthy,f,71,44,4
900067000117250,70550,1,2017-08-10,healthy,m,50,13,4
900067000117250,70550,1,2018-08-17,healthy,m,59,20,4
900067000117250,70550,1,2019-07-31,healthy,m,60,18,4
900067000117250,70550,1,2020-07-01,healthy,m,59,21,4
900067000117250,70550,1,2020-08-27,healthy,m,61,23,4
900067000117250,70550,1,2021-06-23,healthy,m,59,21,4
900067000117250,70550,1,2022-08-17,healthy,m,63,26,4
900067000117252,70550,1,2018-06-30,healthy,m,41,7,4
900067000117252,70550,1,2021-06-24,healthy,m,52,16,4
900067000117253,50783,8,2020-06-20,healthy,f,43,9,4
900067000117253,50783,8,2020-08-06,healthy,f,46,12,4
